Income Level,Country,Color Bin,X,Jan.19,Feb.19,Mar.19,Apr.19,May.19,Jun.19,Jul.19,Aug.19,Sep.19,Oct.19,Nov.19,Dec.19,Jan.20,Feb.20,Mar.20,Apr.20,May.20,Jun.20,Jul.20,Aug.20,Sep.20,Oct.20,Nov.20,Dec.20
Upper middle income,Iraq,< 2.,Food Change Yoy,"0,02","0,01",,"0,01","0,00","0,00","-0,01","0,00","-0,01","-0,02","-0,02","-0,01","-0,01","0,00","0,00","0,02","0,00","-0,02","-0,02","-0,01","0,00","0,00","-0,01",
Upper middle income,Iraq,< 2.,Min. Bin,"1,000","1,000",,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",
Upper middle income,Jamaica,2-5.,Food Change Yoy,"0,02","0,03",,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Jamaica,2-5.,Min. Bin,"1,000","1,000",,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Jamaica,5-30.,Food Change Yoy,,,"0,05","0,06","0,06","0,06","0,08","0,07","0,07","0,06","0,09","0,11","0,10","0,08","0,07",,,,,,,,,
Upper middle income,Jamaica,5-30.,Min. Bin,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,
Upper middle income,Jordan,2-5.,Food Change Yoy,"0,03",,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Jordan,2-5.,Min. Bin,"1,000",,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Jordan,< 2.,Food Change Yoy,,"0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","-0,01","0,00","0,02",,,,,,,,,,,
Upper middle income,Jordan,< 2.,Min. Bin,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,,,
Upper middle income,"Kosovo, Republic of",2-5.,Food Change Yoy,,,,,,,,,"0,05","0,04","0,03","0,02",,,,"0,02","0,03","0,02",,,,,,
Upper middle income,"Kosovo, Republic of",2-5.,Min. Bin,,,,,,,,,"1,000","1,000","1,000","1,000",,,,"1,000","1,000","1,000",,,,,,
Upper middle income,"Kosovo, Republic of",5-30.,Food Change Yoy,"0,06","0,06","0,07","0,07","0,07","0,06","0,05","0,06",,,,,,,,,,,,,,,,
Upper middle income,"Kosovo, Republic of",5-30.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,,,,,,,,
Upper middle income,"Kosovo, Republic of",< 2.,Food Change Yoy,,,,,,,,,,,,,"0,02","0,01","0,02",,,,"0,02","0,01","0,01","0,02","0,02",
Upper middle income,"Kosovo, Republic of",< 2.,Min. Bin,,,,,,,,,,,,,"1,000","1,000","1,000",,,,"1,000","1,000","1,000","1,000","1,000",
Upper middle income,Lebanon,2-5.,Food Change Yoy,,,,,"0,04","0,02",,,,,,,,,,,,,,,,,,
Upper middle income,Lebanon,2-5.,Min. Bin,,,,,"1,000","1,000",,,,,,,,,,,,,,,,,,
Upper middle income,Lebanon,5-30.,Food Change Yoy,"0,08","0,07","0,07","0,06",,,,,,,"0,05","0,10","0,14",,,,,,,,,,,
Upper middle income,Lebanon,5-30.,Min. Bin,"1,000","1,000","1,000","1,000",,,,,,,"1,000","1,000","1,000",,,,,,,,,,,
Upper middle income,Lebanon,< 2.,Food Change Yoy,,,,,,,"0,01","0,01","0,00","0,01",,,,,,,,,,,,,,
Upper middle income,Lebanon,< 2.,Min. Bin,,,,,,,"1,000","1,000","1,000","1,000",,,,,,,,,,,,,,
Upper middle income,Malaysia,2-5.,Food Change Yoy,,,,,,"0,02","0,02","0,03","0,02",,,,,,,,,,,,,,,
Upper middle income,Malaysia,2-5.,Min. Bin,,,,,,"1,000","1,000","1,000","1,000",,,,,,,,,,,,,,,
Upper middle income,Malaysia,< 2.,Food Change Yoy,"0,01","0,01","0,01","0,01","0,01",,,,,"0,02","0,02","0,02","0,01","0,01","0,01",,,,,,,,,
Upper middle income,Malaysia,< 2.,Min. Bin,"1,000","1,000","1,000","1,000","1,000",,,,,"1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,
Upper middle income,Mexico,2-5.,Food Change Yoy,,"0,04","0,04","0,05",,,,"0,04","0,04","0,04","0,04","0,03","0,03",,,,,,,,,,,
Upper middle income,Mexico,2-5.,Min. Bin,,"1,000","1,000","1,000",,,,"1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,,,
Upper middle income,Mexico,5-30.,Food Change Yoy,"0,05",,,,"0,05","0,06","0,05",,,,,,,"0,06","0,07","0,07","0,08","0,07","0,06","0,07","0,08","0,08","0,07","0,06"
Upper middle income,Mexico,5-30.,Min. Bin,"1,000",,,,"1,000","1,000","1,000",,,,,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
Upper middle income,Montenegro,2-5.,Food Change Yoy,"0,02","0,03","0,04","0,04","0,04","0,03","0,03","0,03","0,03","0,03","0,03","0,03","0,03","0,02",,,,,,,,,,
Upper middle income,Montenegro,2-5.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,,
Upper middle income,Montenegro,< 2.,Food Change Yoy,,,,,,,,,,,,,,,"0,02","0,01","0,01","0,02","0,01","0,01","0,02","0,02","0,01",
Upper middle income,Montenegro,< 2.,Min. Bin,,,,,,,,,,,,,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",
Upper middle income,Namibia,2-5.,Food Change Yoy,,,,,"0,04","0,04","0,03","0,04","0,04","0,04","0,03",,"0,02","0,03","0,03","0,04","0,05","0,05",,,,,,
Upper middle income,Namibia,2-5.,Min. Bin,,,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000",,"1,000","1,000","1,000","1,000","1,000","1,000",,,,,,
Upper middle income,Namibia,5-30.,Food Change Yoy,"0,06","0,06","0,06","0,05",,,,,,,,,,,,,,,"0,06","0,07","0,07","0,07","0,07",
Upper middle income,Namibia,5-30.,Min. Bin,"1,000","1,000","1,000","1,000",,,,,,,,,,,,,,,"1,000","1,000","1,000","1,000","1,000",
Upper middle income,Namibia,< 2.,Food Change Yoy,,,,,,,,,,,,"0,02",,,,,,,,,,,,
Upper middle income,Namibia,< 2.,Min. Bin,,,,,,,,,,,,"1,000",,,,,,,,,,,,
Upper middle income,"North Macedonia, Republic of",2-5.,Food Change Yoy,"0,02","0,02","0,03","0,03","0,02",,,,,,,,,,,,,,,,,,,
Upper middle income,"North Macedonia, Republic of",2-5.,Min. Bin,"1,000","1,000","1,000","1,000","1,000",,,,,,,,,,,,,,,,,,,
Upper middle income,"North Macedonia, Republic of",5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,"0,06",,,,,,
Upper middle income,"North Macedonia, Republic of",5-30.,Min. Bin,,,,,,,,,,,,,,,,,,"1,000",,,,,,
Upper middle income,"North Macedonia, Republic of",< 2.,Food Change Yoy,,,,,,,"0,01","0,02","0,01","0,01","0,01","0,01","0,00","0,00","0,01","0,01","0,01",,,,,,,
Upper middle income,"North Macedonia, Republic of",< 2.,Min. Bin,,,,,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,
Upper middle income,"North Macedonia, Republic of",No Value,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,"North Macedonia, Republic of",No Value,Min. Bin,,,,,,"1,000",,,,,,,,,,,,,,,,,,
Upper middle income,Paraguay,2-5.,Food Change Yoy,,,,,"0,02",,,,,,,"0,04","0,02",,"0,02",,,,,,,,"0,03","0,03"
Upper middle income,Paraguay,2-5.,Min. Bin,,,,,"1,000",,,,,,,"1,000","1,000",,"1,000",,,,,,,,"1,000","1,000"
Upper middle income,Paraguay,< 2.,Food Change Yoy,"-0,01","0,01","0,01","0,01",,"0,01","0,02","0,01","0,01","0,02","0,00",,,"0,01",,"0,02","-0,01","-0,01","-0,01","0,01","0,01","0,02",,
Upper middle income,Paraguay,< 2.,Min. Bin,"1,000","1,000","1,000","1,000",,"1,000","1,000","1,000","1,000","1,000","1,000",,,"1,000",,"1,000","1,000","1,000","1,000","1,000","1,000","1,000",,
Upper middle income,Russian Federation,2-5.,Food Change Yoy,,,,,,,,,,"0,05","0,04","0,03","0,02",,"0,02","0,04","0,04","0,04","0,05","0,05","0,05",,,
Upper middle income,Russian Federation,2-5.,Min. Bin,,,,,,,,,,"1,000","1,000","1,000","1,000",,"1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,
Upper middle income,Russian Federation,5-30.,Food Change Yoy,"0,06","0,07","0,07","0,07","0,07","0,06","0,06","0,06","0,05",,,,,,,,,,,,,"0,05",,
Upper middle income,Russian Federation,5-30.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,,,,,"1,000",,
Upper middle income,Russian Federation,< 2.,Food Change Yoy,,,,,,,,,,,,,,"0,02",,,,,,,,,,
Upper middle income,Russian Federation,< 2.,Min. Bin,,,,,,,,,,,,,,"1,000",,,,,,,,,,
Upper middle income,Saint Lucia,2-5.,Food Change Yoy,"0,04","0,04","0,04","0,03","0,03",,,,"0,02",,,,,,,,,,,,,,,
Upper middle income,Saint Lucia,2-5.,Min. Bin,"1,000","1,000","1,000","1,000","1,000",,,,"1,000",,,,,,,,,,,,,,,
Upper middle income,Saint Lucia,< 2.,Food Change Yoy,,,,,,"0,01","0,01","0,02",,"0,01","0,01","0,01","-0,03","-0,03","-0,03","-0,02","-0,01","-0,01",,,,,,
Upper middle income,Saint Lucia,< 2.,Min. Bin,,,,,,"1,000","1,000","1,000",,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,
Upper middle income,Saint Vincent and the Grenadines,2-5.,Food Change Yoy,,,,,,,,,,,,,,,"0,02",,,,,,,,,
Upper middle income,Saint Vincent and the Grenadines,2-5.,Min. Bin,,,,,,,,,,,,,,,"1,000",,,,,,,,,
Upper middle income,Saint Vincent and the Grenadines,< 2.,Food Change Yoy,"0,00","0,00","0,00","-0,01","0,00","0,00","0,01","0,01","0,02","0,01","0,01","0,01","0,01","0,02",,"0,02","0,02","0,01",,,,,,
Upper middle income,Saint Vincent and the Grenadines,< 2.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,"1,000","1,000","1,000",,,,,,
Upper middle income,Samoa,2-5.,Food Change Yoy,,,"0,04","0,02",,,,,,,"0,05","0,05",,,,"0,03",,,,,,,,
Upper middle income,Samoa,2-5.,Min. Bin,,,"1,000","1,000",,,,,,,"1,000","1,000",,,,"1,000",,,,,,,,
Upper middle income,Samoa,5-30.,Food Change Yoy,,,,,,,,,,,,,"0,06","0,06","0,05",,,,,,,,,
Upper middle income,Samoa,5-30.,Min. Bin,,,,,,,,,,,,,"1,000","1,000","1,000",,,,,,,,,
Upper middle income,Samoa,< 2.,Food Change Yoy,"-0,02","0,00",,,"0,00","-0,04","-0,02","0,00","0,02","0,02",,,,,,,"-0,01","-0,01","-0,01","-0,02","-0,06","-0,09",,
Upper middle income,Samoa,< 2.,Min. Bin,"1,000","1,000",,,"1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,"1,000","1,000","1,000","1,000","1,000","1,000",,
Upper middle income,Serbia,2-5.,Food Change Yoy,"0,03","0,04","0,05",,"0,03",,"0,02",,,,"0,02","0,02","0,02",,,,"0,02","0,04","0,04","0,03","0,03","0,03","0,03",
Upper middle income,Serbia,2-5.,Min. Bin,"1,000","1,000","1,000",,"1,000",,"1,000",,,,"1,000","1,000","1,000",,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000",
Upper middle income,Serbia,5-30.,Food Change Yoy,,,,"0,06",,,,,,,,,,,,,,,,,,,,
Upper middle income,Serbia,5-30.,Min. Bin,,,,"1,000",,,,,,,,,,,,,,,,,,,,
Upper middle income,Serbia,< 2.,Food Change Yoy,,,,,,"0,01",,"0,01","0,01","0,01",,,,"0,02","0,00","0,00",,,,,,,,
Upper middle income,Serbia,< 2.,Min. Bin,,,,,,"1,000",,"1,000","1,000","1,000",,,,"1,000","1,000","1,000",,,,,,,,
Upper middle income,South Africa,2-5.,Food Change Yoy,"0,03","0,03","0,03","0,03","0,03","0,04","0,03","0,04","0,04","0,04","0,04","0,04","0,04","0,04","0,04","0,04","0,04","0,04","0,04","0,04","0,04",,,
Upper middle income,South Africa,2-5.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,
Upper middle income,South Africa,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,"0,05","0,05",
Upper middle income,South Africa,5-30.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,"1,000","1,000",
Upper middle income,Suriname,2-5.,Food Change Yoy,,,,,,,,"0,05",,,,"0,05",,,,,,,,,,,,
Upper middle income,Suriname,2-5.,Min. Bin,,,,,,,,"1,000",,,,"1,000",,,,,,,,,,,,
Upper middle income,Suriname,5-30.,Food Change Yoy,"0,07","0,07","0,06","0,06","0,06","0,06","0,05",,"0,05","0,05","0,05",,"0,05","0,08",,,,,,,,,,
Upper middle income,Suriname,5-30.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000",,"1,000","1,000","1,000",,"1,000","1,000",,,,,,,,,,
Upper middle income,Thailand,2-5.,Food Change Yoy,,,"0,02","0,02","0,03","0,03","0,03","0,03","0,02","0,02",,,,"0,02",,,,,,,,,,
Upper middle income,Thailand,2-5.,Min. Bin,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,"1,000",,,,,,,,,,
Upper middle income,Thailand,< 2.,Food Change Yoy,"0,01","0,02",,,,,,,,,"0,02","0,02","0,02",,"0,02","0,01","0,00","0,00","0,01","0,02","0,01","0,02","0,02","0,01"
Upper middle income,Thailand,< 2.,Min. Bin,"1,000","1,000",,,,,,,,,"1,000","1,000","1,000",,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
Upper middle income,Turkey,5-30.,Food Change Yoy,,"0,29","0,30",,"0,28","0,19","0,18","0,17","0,10","0,08","0,09","0,11","0,09","0,11","0,10","0,11","0,13","0,13","0,13","0,14","0,15","0,17",,
Upper middle income,Turkey,5-30.,Min. Bin,,"1,000","1,000",,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,
Upper middle income,Turkey,>30,Food Change Yoy,"0,31",,,"0,32",,,,,,,,,,,,,,,,,,,,
Upper middle income,Turkey,>30,Min. Bin,"1,000",,,"1,000",,,,,,,,,,,,,,,,,,,,
High income,Antigua and Barbuda,2-5.,Food Change Yoy,,"0,02",,"0,02",,"0,02",,,"0,02",,,,"0,03","0,04","0,04","0,03","0,02",,,,,,,
High income,Antigua and Barbuda,2-5.,Min. Bin,,"1,000",,"1,000",,"1,000",,,"1,000",,,,"1,000","1,000","1,000","1,000","1,000",,,,,,,
High income,Antigua and Barbuda,< 2.,Food Change Yoy,,,"0,01",,"0,01",,"0,01","0,01",,"0,01","0,01","0,01",,,,,,"0,01",,,,,,
High income,Antigua and Barbuda,< 2.,Min. Bin,,,"1,000",,"1,000",,"1,000","1,000",,"1,000","1,000","1,000",,,,,,"1,000",,,,,,
High income,Antigua and Barbuda,No Value,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,
High income,Antigua and Barbuda,No Value,Min. Bin,"1,000",,,,,,,,,,,,,,,,,,,,,,,
High income,Aruba,5-30.,Food Change Yoy,"0,14","0,07","0,11","0,12","0,13","0,15","0,14","0,16","0,15","0,15","0,12","0,11","0,11","0,11",,,,,,,,,,
High income,Aruba,5-30.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,,
High income,Austria,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,"0,03",,"0,03","0,03","0,02","0,03","0,03","0,03",
High income,Austria,2-5.,Min. Bin,,,,,,,,,,,,,,,,"1,000",,"1,000","1,000","1,000","1,000","1,000","1,000",
High income,Austria,< 2.,Food Change Yoy,"0,01","0,01","0,02","0,01","0,01","0,01","0,01","0,02","0,01","0,01","0,00","0,01","0,01","0,02","0,02",,"0,01",,,,,,,
High income,Austria,< 2.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,"1,000",,,,,,,
High income,Bahamas,2-5.,Food Change Yoy,"0,03",,"0,02",,,,,,,,,,,,,,,"0,02","0,02","0,02","0,02",,,
High income,Bahamas,2-5.,Min. Bin,"1,000",,"1,000",,,,,,,,,,,,,,,"1,000","1,000","1,000","1,000",,,
High income,Bahamas,< 2.,Food Change Yoy,,"0,01",,"0,02","0,01","0,00","-0,04","-0,02","0,00","0,01","0,00","-0,01","-0,01","0,02","0,02","-0,03","0,02",,,,,,,
High income,Bahamas,< 2.,Min. Bin,,"1,000",,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,
High income,Bahrain,2-5.,Food Change Yoy,,,"0,02","0,02",,,"0,02",,"0,05","0,04","0,03","0,03",,"0,02","0,04","0,03",,,"0,03","0,04",,,,
High income,Bahrain,2-5.,Min. Bin,,,"1,000","1,000",,,"1,000",,"1,000","1,000","1,000","1,000",,"1,000","1,000","1,000",,,"1,000","1,000",,,,
High income,Bahrain,5-30.,Food Change Yoy,,,,,,,,"0,05",,,,,,,,,"0,05","0,07",,,,,,
High income,Bahrain,5-30.,Min. Bin,,,,,,,,"1,000",,,,,,,,,"1,000","1,000",,,,,,
High income,Bahrain,< 2.,Food Change Yoy,"0,01","0,01",,,"0,01","-0,01",,,,,,,"0,00",,,,,,,,,,,
High income,Bahrain,< 2.,Min. Bin,"1,000","1,000",,,"1,000","1,000",,,,,,,"1,000",,,,,,,,,,,
High income,Barbados,2-5.,Food Change Yoy,,,"0,03","0,03","0,02","0,03","0,04",,,,,,,,,,,,,,,,,
High income,Barbados,2-5.,Min. Bin,,,"1,000","1,000","1,000","1,000","1,000",,,,,,,,,,,,,,,,,
High income,Barbados,5-30.,Food Change Yoy,,,,,,,,"0,09","0,12","0,12","0,12","0,12","0,12",,,,,,,,,,,
High income,Barbados,5-30.,Min. Bin,,,,,,,,"1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,,,
High income,Barbados,< 2.,Food Change Yoy,"-0,01","0,00",,,,,,,,,,,,,,,,,,,,,,
High income,Barbados,< 2.,Min. Bin,"1,000","1,000",,,,,,,,,,,,,,,,,,,,,,
High income,Belgium,2-5.,Food Change Yoy,,,,,,,,,,,,,,,"0,02","0,04","0,04","0,03","0,04","0,04","0,04","0,03","0,02",
High income,Belgium,2-5.,Min. Bin,,,,,,,,,,,,,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",
High income,Belgium,< 2.,Food Change Yoy,"0,01","0,01","0,01","0,00","0,01","0,01","0,01","0,02","0,00","0,00","0,00","0,00","0,01","0,02",,,,,,,,,,
High income,Belgium,< 2.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,,
High income,Brunei Darussalam,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,"0,03","0,04","0,03","0,02","0,02","0,02",,,
High income,Brunei Darussalam,2-5.,Min. Bin,,,,,,,,,,,,,,,,"1,000","1,000","1,000","1,000","1,000","1,000",,,
High income,Brunei Darussalam,< 2.,Food Change Yoy,"0,00","-0,01","0,00","-0,01","-0,01","0,00","-0,01","-0,01","-0,01","-0,01","-0,01","0,00","0,00","0,01","0,01",,,,,,,,,
High income,Brunei Darussalam,< 2.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,
High income,Canada,2-5.,Food Change Yoy,"0,02","0,03","0,04","0,03","0,04","0,04","0,04","0,04","0,04","0,04","0,04","0,03","0,04","0,02","0,02","0,04","0,04","0,03","0,02",,,"0,02",,
High income,Canada,2-5.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,"1,000",,
High income,Canada,< 2.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,"0,02","0,01",,"0,02",
High income,Canada,< 2.,Min. Bin,,,,,,,,,,,,,,,,,,,,"1,000","1,000",,"1,000",
High income,Chile,2-5.,Food Change Yoy,,,"0,02","0,02","0,03","0,03","0,03","0,03","0,02","0,03","0,04","0,04",,,,,,,,,,,,
High income,Chile,2-5.,Min. Bin,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,,,,
High income,Chile,5-30.,Food Change Yoy,,,,,,,,,,,,,"0,05","0,06","0,06","0,07","0,07","0,06","0,07","0,06","0,08","0,08","0,07","0,08"
High income,Chile,5-30.,Min. Bin,,,,,,,,,,,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
High income,Chile,< 2.,Food Change Yoy,"0,01","0,02",,,,,,,,,,,,,,,,,,,,,,
High income,Chile,< 2.,Min. Bin,"1,000","1,000",,,,,,,,,,,,,,,,,,,,,,
High income,Croatia,2-5.,Food Change Yoy,,,,,,,,,,,,"0,02","0,03","0,03","0,03","0,04","0,03","0,02",,,,,,
High income,Croatia,2-5.,Min. Bin,,,,,,,,,,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,
High income,Croatia,< 2.,Food Change Yoy,"-0,01","-0,01","-0,01","-0,02","-0,01","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,,,,,,
High income,Croatia,< 2.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,,,,,,,,,,
High income,Cyprus,2-5.,Food Change Yoy,,,"0,04","0,03",,,,,,,,,,,,,"0,04",,,,"0,02",,,
High income,Cyprus,2-5.,Min. Bin,,,"1,000","1,000",,,,,,,,,,,,,"1,000",,,,"1,000",,,
High income,Cyprus,5-30.,Food Change Yoy,"0,07","0,05",,,,,,,,,,,,,,,,,,,,,,
High income,Cyprus,5-30.,Min. Bin,"1,000","1,000",,,,,,,,,,,,,,,,,,,,,,
High income,Cyprus,< 2.,Food Change Yoy,,,,,"-0,01","-0,01","-0,02","-0,03","-0,02","-0,03","-0,01","0,02","0,01","0,02","0,00","-0,01",,"0,01","-0,01","0,01",,,,
High income,Cyprus,< 2.,Min. Bin,,,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,"1,000","1,000","1,000",,,,
High income,Czech Republic,2-5.,Food Change Yoy,,,,,"0,03","0,03","0,04","0,04","0,02","0,03",,"0,05",,,,,,,"0,04","0,04","0,03","0,03",,
High income,Czech Republic,2-5.,Min. Bin,,,,,"1,000","1,000","1,000","1,000","1,000","1,000",,"1,000",,,,,,,"1,000","1,000","1,000","1,000",,
High income,Czech Republic,5-30.,Food Change Yoy,,,,,,,,,,,"0,05",,"0,06","0,05","0,06","0,08","0,06","0,05",,,,,,
High income,Czech Republic,5-30.,Min. Bin,,,,,,,,,,,"1,000",,"1,000","1,000","1,000","1,000","1,000","1,000",,,,,,
High income,Czech Republic,< 2.,Food Change Yoy,"0,00","0,01","0,02","0,02",,,,,,,,,,,,,,,,,,,"0,02",
High income,Czech Republic,< 2.,Min. Bin,"1,000","1,000","1,000","1,000",,,,,,,,,,,,,,,,,,,"1,000",
High income,Denmark,2-5.,Food Change Yoy,,,,,,"0,02","0,02","0,02",,,,,,,,,,,,,,,,
High income,Denmark,2-5.,Min. Bin,,,,,,"1,000","1,000","1,000",,,,,,,,,,,,,,,,
High income,Denmark,< 2.,Food Change Yoy,"0,01","0,01","0,02","0,01","0,01",,,,"0,01","0,01","0,01","0,01",,"0,00","0,01","0,02","0,01","0,01","0,01","0,01","0,00","0,01","0,00",
High income,Denmark,< 2.,Min. Bin,"1,000","1,000","1,000","1,000","1,000",,,,"1,000","1,000","1,000","1,000",,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",
High income,Denmark,No Value,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,
High income,Denmark,No Value,Min. Bin,,,,,,,,,,,,,"1,000",,,,,,,,,,,
High income,Estonia,2-5.,Food Change Yoy,,,"0,02","0,04","0,03","0,03","0,04","0,05","0,04","0,02","0,03","0,03","0,03","0,04","0,02","0,03","0,03","0,03","0,02","0,02",,,,
High income,Estonia,2-5.,Min. Bin,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,
High income,Estonia,< 2.,Food Change Yoy,"0,02","0,02",,,,,,,,,,,,,,,,,,,"0,01","0,02","0,01","0,00"
High income,Estonia,< 2.,Min. Bin,"1,000","1,000",,,,,,,,,,,,,,,,,,,"1,000","1,000","1,000","1,000"
High income,Finland,2-5.,Food Change Yoy,"0,02","0,02",,"0,02",,,,,,,,,,,,,"0,02","0,02","0,03",,,,,
High income,Finland,2-5.,Min. Bin,"1,000","1,000",,"1,000",,,,,,,,,,,,,"1,000","1,000","1,000",,,,,
High income,Finland,< 2.,Food Change Yoy,,,"0,01",,"0,01","0,01","0,01","0,02","0,00","0,00","0,01","0,02","0,02","0,01","0,02","0,01",,,,"0,01","0,02","0,02","0,02",
High income,Finland,< 2.,Min. Bin,,,"1,000",,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,"1,000","1,000","1,000","1,000",
High income,France,2-5.,Food Change Yoy,"0,03","0,03","0,02","0,02","0,02","0,02","0,03","0,03",,,"0,02","0,02",,,"0,02","0,04","0,04","0,03",,,,,"0,02",
High income,France,2-5.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,"1,000","1,000",,,"1,000","1,000","1,000","1,000",,,,,"1,000",
High income,France,< 2.,Food Change Yoy,,,,,,,,,"0,02","0,02",,,"0,02","0,02",,,,,"0,01","0,01","0,01","0,02",,
High income,France,< 2.,Min. Bin,,,,,,,,,"1,000","1,000",,,"1,000","1,000",,,,,"1,000","1,000","1,000","1,000",,
High income,Germany,2-5.,Food Change Yoy,,,,,,,,"0,02",,,,,"0,02","0,03","0,04","0,05","0,04","0,04",,,,,,
High income,Germany,2-5.,Min. Bin,,,,,,,,"1,000",,,,,"1,000","1,000","1,000","1,000","1,000","1,000",,,,,,
High income,Germany,< 2.,Food Change Yoy,"0,01","0,01","0,00","0,00","0,01","0,01","0,02",,"0,01","0,01","0,02","0,02",,,,,,,"0,01","0,01","0,01","0,01","0,01",
High income,Germany,< 2.,Min. Bin,"1,000","1,000","1,000","1,000","1,000","1,000","1,000",,"1,000","1,000","1,000","1,000",,,,,,,"1,000","1,000","1,000","1,000","1,000",
High income,Greece,2-5.,Food Change Yoy,,"0,02",,,,,,,,,,,,,,,,"0,04",,,"0,02",,,
High income,Greece,2-5.,Min. Bin,,"1,000",,,,,,,,,,,,,,,,"1,000",,,"1,000",,,
